Order ID;Customer ID;Date of Purchase;SKU;Product Name;Quantity;Total Price;Discount;Date of Shipping;Ship Mode
MS-2022-154256;BC544;23.06.2022;KE300;K-Eco 300;7;2829,75;0,23;27.06.2022;Second Class
MS-2022-158309;TP113;26.11.2022;KI2K;K-Invert 2K;4;10036,8;0,18;29.11.2022;First Class
MS-2022-160304;TP113;02.01.2022;KEBL200;K-Eco Blast 200;2;693;0,37;07.01.2022;Standard Class
MS-2022-162726;LT176;27.12.2022;KEBL600;K-Eco Blast 600;2;1230;0,4;02.01.2023;Standard Class
MS-2022-162901;LP623;28.03.2022;KEAAA12;K-Eco  AAA NiMH rechargeable batteries (12-pack);2;17,25;0,12;31.03.2022;First Class
MS-2022-164511;BC544;19.11.2022;KEAA12;K-Eco AA  NiMH rechargeable batteries (12-pack);4;35,5;0,29;24.11.2022;Standard Class
MS-2022-164511;BC544;19.11.2022;KI20K;K-Invert 20K;3;121440;0,08;24.11.2022;Standard Class
MS-2022-164630;LT176;04.01.2022;KE13W04;K-Eco Energy Bulbs 13W (4-pack);4;14,67;0,44;09.01.2022;Standard Class
MS-2022-165078;TP113;05.11.2022;KE325X;K-Eco 325x (same power, smaller footprint);5;2849,6;0,36;10.11.2022;Standard Class
MS-2022-165078;TP113;05.11.2022;KEAA12;K-Eco AA  NiMH rechargeable batteries (12-pack);2;23;0,08;10.11.2022;Standard Class
MS-2022-165078;TP113;05.11.2022;KI9K;K-Invert 9K;5;88110;0,11;10.11.2022;Standard Class
MS-2023-101665;SB279;25.11.2023;KEAAA06;K-Eco  AAA NiMH rechargeable batteries  (6-pack);2;3,64;0,72;01.12.2023;Standard Class
MS-2023-104801;SB279;13.02.2023;KE20W08;K-Eco Energy Bulbs 20W  (8-pack);1;8,93;0,28;19.02.2023;Standard Class
MS-2023-106831;SB279;01.06.2023;KI13K;K-Invert 13K;2;57200;0;03.06.2023;First Class
MS-2023-108063;LT176;02.12.2023;KEAAA06;K-Eco  AAA NiMH rechargeable batteries  (6-pack);3;8,97;0,54;05.12.2023;First Class
MS-2023-108560;LP623;08.07.2023;KE9W04;K-Eco Energy Bulbs 9W (4-pack);2;11,53;0,07;15.07.2023;Standard Class
MS-2023-112473;TP113;25.05.2023;KEAAA12;K-Eco  AAA NiMH rechargeable batteries (12-pack);3;13,52;0,54;01.06.2023;Standard Class
MS-2023-113481;LP623;02.01.2023;KE5;K-Eco Mini;2;59,93;0,25;04.01.2023;First Class
MS-2023-115119;SB279;26.10.2023;KEBL600;K-Eco Blast 600;1;994,25;0,03;30.10.2023;Standard Class
MS-2023-115119;SB279;26.10.2023;KI13K;K-Invert 13K;7;200200;0;30.10.2023;Standard Class
MS-2023-115427;LT176;30.12.2023;KI20K;K-Invert 20K;2;77440;0,12;03.01.2023;Standard Class
MS-2023-115602;BC544;18.12.2023;KEAA12;K-Eco AA  NiMH rechargeable batteries (12-pack);2;8,25;0,67;24.12.2023;Standard Class
MS-2023-117079;BC544;23.10.2023;KEBL1200;K-Eco Blast 1200;3;5520;0,2;27.10.2023;Standard Class
MS-2023-117646;TP113;21.08.2023;KE13W04;K-Eco Energy Bulbs 13W (4-pack);3;9,04;0,54;25.08.2023;Standard Class
MS-2023-117646;TP113;21.08.2023;KE18Li;K-Eco 18-volt Lithium-ion solar backup battery;3;12792;0,18;25.08.2023;Standard Class
MS-2023-117667;LP623;04.12.2023;KE13W;K-Eco Energy Bulbs 13W;2;3,99;0,11;09.12.2023;Standard Class
MS-2023-117667;LP623;04.12.2023;KEAA12;K-Eco AA  NiMH rechargeable batteries (12-pack);3;7,87;0,79;09.12.2023;Standard Class
MS-2023-118360;LT176;01.04.2023;KEBL600;K-Eco Blast 600;9;5627,25;0,39;07.04.2023;Standard Class
MS-2023-118668;TP113;02.01.2023;KEPATH04;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack);1;8,56;0,55;04.01.2023;Second Class
MS-2023-119508;SB279;04.12.2023;KE20W04;K-Eco Energy Bulbs 20W (4-pack);6;33,53;0,25;09.12.2023;Standard Class
MS-2023-120168;LP623;25.05.2023;KE13W04;K-Eco Energy Bulbs 13W (4-pack);1;1,97;0,7;25.05.2023;Same Day
MS-2023-120168;LP623;25.05.2023;KE20W04;K-Eco Energy Bulbs 20W (4-pack);3;17,88;0,2;25.05.2023;Same Day
MS-2023-121293;LT176;25.07.2023;KE20W04;K-Eco Energy Bulbs 20W (4-pack);4;7,45;0,75;28.07.2023;Second Class
MS-2023-121293;LT176;25.07.2023;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);5;28,67;0,22;28.07.2023;Second Class
MS-2023-121888;LT176;15.09.2023;KEAAA06;K-Eco  AAA NiMH rechargeable batteries  (6-pack);2;8,19;0,37;17.09.2023;Second Class
MS-2023-121888;LT176;15.09.2023;KI9K;K-Invert 9K;7;120582;0,13;17.09.2023;Second Class
MS-2023-123638;TP113;27.06.2023;KEPATH04;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack);3;52,52;0,08;04.07.2023;Standard Class
MS-2023-126074;LP623;02.10.2023;KE23W04;K-Eco Energy Bulbs 23W (4-pack);11;97,68;0,26;06.10.2023;Standard Class
MS-2023-126074;LP623;02.10.2023;KEAAA06;K-Eco  AAA NiMH rechargeable batteries  (6-pack);7;28,66;0,37;06.10.2023;Standard Class
MS-2023-129203;TP113;17.04.2023;KE48Li;K-Eco 48-volt Lithium-ion solar backup battery;4;49756,08;0,06;22.04.2023;Standard Class
MS-2023-130953;LP623;29.07.2023;KEBR5;K-Eco Breeze Mini;2;59,4;0,46;03.08.2023;Standard Class
MS-2023-131366;SB279;24.11.2023;KEBL800;K-Eco Blast 800;7;7078,4;0,21;29.11.2023;Standard Class
MS-2023-131583;LT176;10.06.2023;KEBL1200;K-Eco Blast 1200;6;11316;0,18;10.06.2023;Same Day
MS-2023-135279;BC544;09.04.2023;KE325X;K-Eco 325x (same power, smaller footprint);3;1736,48;0,35;11.04.2023;First Class
MS-2023-135279;BC544;09.04.2023;KE575;K-Eco 575;2;1851,5;0,08;11.04.2023;First Class
MS-2023-135279;BC544;09.04.2023;KEBL800;K-Eco Blast 800;2;2560;0;11.04.2023;First Class
MS-2023-136000;SB279;22.09.2023;KI20K;K-Invert 20K;3;130680;0,01;25.09.2023;Second Class
MS-2023-136448;LT176;16.09.2023;KE23W08;K-Eco Energy Bulbs 23W  (8-pack);3;33,08;0,37;18.09.2023;First Class
MS-2023-140508;TP113;18.09.2023;KEPATH04;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack);4;28,16;0,63;21.09.2023;First Class
MS-2023-140872;SB279;03.06.2023;KEBL1200;K-Eco Blast 1200;5;10810;0,06;10.06.2023;Standard Class
MS-2023-140872;SB279;03.06.2023;KEBL800;K-Eco Blast 800;7;8243,2;0,08;10.06.2023;Standard Class
MS-2023-140872;SB279;03.06.2023;KI13K;K-Invert 13K;2;49764;0,13;10.06.2023;Standard Class
MS-2023-140872;SB279;03.06.2023;KI20K;K-Invert 20K;3;130680;0,01;10.06.2023;Standard Class
MS-2023-145877;LT176;01.04.2023;KEAAA12;K-Eco  AAA NiMH rechargeable batteries (12-pack);6;51,16;0,13;04.04.2023;Second Class
MS-2023-146780;SB279;25.12.2023;KE23W04;K-Eco Energy Bulbs 23W (4-pack);2;5,52;0,77;30.12.2023;Standard Class
MS-2023-148551;TP113;12.01.2023;KI7K;K-Invert 7K;5;51408;0,04;16.01.2023;Standard Class
MS-2023-151484;SB279;20.04.2023;KE20W;K-Eco Energy Bulbs 20W;3;5,72;0,28;23.04.2023;First Class
MS-2023-151484;SB279;20.04.2023;KE20W04;K-Eco Energy Bulbs 20W (4-pack);2;11,18;0,25;23.04.2023;First Class
MS-2023-154137;LT176;11.11.2023;KEAA12;K-Eco AA  NiMH rechargeable batteries (12-pack);1;3,88;0,69;17.11.2023;Standard Class
MS-2023-155425;BC544;10.11.2023;KE450;K-Eco 450;2;1244,25;0,21;11.11.2023;First Class
MS-2023-155642;TP113;18.05.2023;KE13W08;K-Eco Energy Bulbs 13W  (8-pack);3;13,5;0,6;22.05.2023;Standard Class
MS-2023-155642;TP113;18.05.2023;KE23W;K-Eco Energy Bulbs 23W;1;2,32;0,39;22.05.2023;Standard Class
MS-2023-156776;TP113;07.08.2023;KE23W04;K-Eco Energy Bulbs 23W (4-pack);1;10,68;0,11;11.08.2023;Standard Class
MS-2023-156776;TP113;07.08.2023;KEBL400;K-Eco Blast 400;3;1874,4;0,29;11.08.2023;Standard Class
MS-2023-156776;TP113;07.08.2023;KEPATH01;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery;4;10,08;0,52;11.08.2023;Standard Class
MS-2023-156776;TP113;07.08.2023;KEPATH08;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack);1;15,59;0,53;11.08.2023;Standard Class
MS-2023-156776;TP113;07.08.2023;KI7K;K-Invert 7K;3;28917;0,1;11.08.2023;Standard Class
MS-2023-156776;TP113;07.08.2023;KI9K;K-Invert 9K;3;55836;0,06;11.08.2023;Standard Class
MS-2023-164707;SB279;18.02.2023;KEBL800;K-Eco Blast 800;3;3609,6;0,06;21.02.2023;Second Class
MS-2023-165155;TP113;21.09.2023;KE18Li;K-Eco 18-volt Lithium-ion solar backup battery;1;4940;0,05;23.09.2023;First Class
MS-2023-165715;SB279;02.12.2023;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);1;6,76;0,08;08.12.2023;Standard Class
MS-2023-166394;TP113;04.09.2023;KE23W08;K-Eco Energy Bulbs 23W  (8-pack);6;73,5;0,3;06.09.2023;Second Class
MS-2023-167976;TP113;11.11.2023;KI4K;K-Invert 4K;3;14504,4;0,21;14.11.2023;Second Class
MS-2023-169005;SB279;02.11.2023;KEAA12;K-Eco AA  NiMH rechargeable batteries (12-pack);2;21,5;0,14;06.11.2023;Standard Class
MT-2022-105732;CO603;13.09.2022;KE9W04;K-Eco Energy Bulbs 9W (4-pack);14;65,1;0,25;18.09.2022;Standard Class
MT-2022-105732;CO603;13.09.2022;KEAA12;K-Eco AA  NiMH rechargeable batteries (12-pack);3;29,63;0,21;18.09.2022;Standard Class
MT-2022-105732;CO603;13.09.2022;KEBL100;K-Eco Blast 100;2;358,4;0,36;18.09.2022;Standard Class
MT-2022-113649;CO603;09.08.2022;KEBR5;K-Eco Breeze Mini;2;59,4;0,46;12.08.2022;First Class
MT-2022-116918;SS497;01.10.2022;KEAA12;K-Eco AA  NiMH rechargeable batteries (12-pack);8;100;0;06.10.2022;Second Class
MT-2022-118073;SS497;12.08.2022;KE5;K-Eco Mini;7;254,48;0,09;16.08.2022;Standard Class
MT-2022-125402;CO603;25.09.2022;KE23W;K-Eco Energy Bulbs 23W;3;10,15;0,11;01.10.2022;Standard Class
MT-2022-125402;CO603;25.09.2022;KE5;K-Eco Mini;1;37,55;0,06;01.10.2022;Standard Class
MT-2022-125402;CO603;25.09.2022;KEBL100;K-Eco Blast 100;8;1366,4;0,39;01.10.2022;Standard Class
MT-2022-125969;SS497;06.11.2022;KE20W;K-Eco Energy Bulbs 20W;3;4,77;0,4;10.11.2022;Second Class
MT-2022-126452;SS497;21.08.2022;KEBR5;K-Eco Breeze Mini;2;93,5;0,15;28.08.2022;Standard Class
MT-2022-131289;CO603;08.12.2022;KEAAA12;K-Eco  AAA NiMH rechargeable batteries (12-pack);2;12,15;0,38;14.12.2022;Standard Class
MT-2022-135209;CO603;29.12.2022;KEBR5;K-Eco Breeze Mini;7;196,35;0,49;31.12.2022;Second Class
MT-2022-147256;SS497;17.10.2022;KEBL100;K-Eco Blast 100;3;478,8;0,43;21.10.2022;Second Class
MT-2022-154018;CO603;13.10.2022;KE13W04;K-Eco Energy Bulbs 13W (4-pack);5;26,2;0,2;19.10.2022;Standard Class
MT-2022-154018;CO603;13.10.2022;KEAAA12;K-Eco  AAA NiMH rechargeable batteries (12-pack);1;9,51;0,03;19.10.2022;Standard Class
MT-2022-156685;SS497;08.07.2022;KEBL100;K-Eco Blast 100;9;2016;0,2;10.07.2022;Second Class
MT-2023-109253;CO603;21.08.2023;KE23W04;K-Eco Energy Bulbs 23W (4-pack);4;41,76;0,13;22.08.2023;First Class
MT-2023-109253;CO603;21.08.2023;KE5;K-Eco Mini;3;105,47;0,12;22.08.2023;First Class
MT-2023-109253;CO603;21.08.2023;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);4;16,46;0,44;22.08.2023;First Class
MT-2023-112844;CO603;13.11.2023;KE23W;K-Eco Energy Bulbs 23W;3;6,04;0,47;16.11.2023;Second Class
MT-2023-117044;CO603;11.09.2023;KE13W04;K-Eco Energy Bulbs 13W (4-pack);4;15,2;0,42;13.09.2023;Second Class
MT-2023-117422;SS497;21.10.2023;KEBL100;K-Eco Blast 100;1;170,8;0,39;25.10.2023;Standard Class
MT-2023-117702;SS497;28.11.2023;KE20W04;K-Eco Energy Bulbs 20W (4-pack);5;21,61;0,42;04.12.2023;Standard Class
MT-2023-117702;SS497;28.11.2023;KE9W08;K-Eco Energy Bulbs 9W  (8-pack);5;37,05;0,22;04.12.2023;Standard Class
MT-2023-117702;SS497;28.11.2023;KEAA12;K-Eco AA  NiMH rechargeable batteries (12-pack);1;4,75;0,62;04.12.2023;Standard Class
MT-2023-118087;CO603;09.09.2023;KE20W;K-Eco Energy Bulbs 20W;2;4,93;0,07;13.09.2023;Standard Class
MT-2023-118087;CO603;09.09.2023;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);1;1,54;0,79;13.09.2023;Standard Class
MT-2023-123491;SS497;30.10.2023;KE5;K-Eco Mini;6;67,12;0,72;05.11.2023;Standard Class
MT-2023-139416;CO603;27.03.2023;KE23W08;K-Eco Energy Bulbs 23W  (8-pack);2;31,5;0,1;29.03.2023;Second Class
MT-2023-141747;SS497;03.08.2023;KEAA12;K-Eco AA  NiMH rechargeable batteries (12-pack);1;7,25;0,42;08.08.2023;Second Class
MT-2023-144456;SS497;08.09.2023;KEAAA06;K-Eco  AAA NiMH rechargeable batteries  (6-pack);5;7,47;0,77;09.09.2023;First Class
MT-2023-164168;SS497;12.11.2023;KE9W08;K-Eco Energy Bulbs 9W  (8-pack);3;17,67;0,38;18.11.2023;Standard Class
MT-2023-167640;SS497;06.03.2023;KEBR5;K-Eco Breeze Mini;7;207,9;0,46;10.03.2023;Standard Class
MT-2023-169327;CO603;02.09.2023;KE13W08;K-Eco Energy Bulbs 13W  (8-pack);5;21,38;0,62;04.09.2023;Second Class
NE-2022-100461;AW191;08.01.2022;KI4K;K-Invert 4K;7;36842,4;0,14;12.01.2022;Standard Class
NE-2022-100468;MF838;24.11.2022;KE13W04;K-Eco Energy Bulbs 13W (4-pack);2;4,85;0,63;01.12.2022;Standard Class
NE-2022-103464;AW191;18.11.2022;KEPATH01;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery;5;6,3;0,76;22.11.2022;Standard Class
NE-2022-104276;DC275;27.11.2022;KEBR5;K-Eco Breeze Mini;1;14,85;0,73;03.12.2022;Standard Class
NE-2022-105291;DC275;30.10.2022;KE23W08;K-Eco Energy Bulbs 23W  (8-pack);2;28,35;0,19;04.11.2022;Standard Class
NE-2022-106306;AW191;08.03.2022;KI7K;K-Invert 7K;3;28274,4;0,12;08.03.2022;Same Day
NE-2022-109743;AW191;22.09.2022;KE12Li;K-Eco 12-volt Lithium-ion solar backup battery;3;12555;0,07;29.09.2022;Standard Class
NE-2022-114601;AW191;26.08.2022;KE48Li;K-Eco 48-volt Lithium-ion solar backup battery;3;38905,02;0,02;02.09.2022;Standard Class
NE-2022-114601;AW191;26.08.2022;KEBL400;K-Eco Blast 400;2;915,2;0,48;02.09.2022;Standard Class
NE-2022-114601;AW191;26.08.2022;KEPATH08;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack);3;57,73;0,42;02.09.2022;Standard Class
NE-2022-115441;AW191;25.07.2022;KE9W08;K-Eco Energy Bulbs 9W  (8-pack);5;30,88;0,35;28.07.2022;Second Class
NE-2022-115441;AW191;25.07.2022;KEBL400;K-Eco Blast 400;5;3212;0,27;28.07.2022;Second Class
NE-2022-115441;AW191;25.07.2022;KEPATH08;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack);4;86,27;0,35;28.07.2022;Second Class
NE-2022-115574;AW191;23.12.2022;KI2K;K-Invert 2K;2;5752,8;0,06;24.12.2022;First Class
NE-2022-116344;AW191;29.07.2022;KE36Li;K-Eco 36-volt Lithium-ion solar backup battery;2;13050;0,13;02.08.2022;Standard Class
NE-2022-116911;MF838;15.09.2022;KE325;K-Eco 325;3;1228,5;0,28;20.09.2022;Standard Class
NE-2022-119046;MF838;02.06.2022;KEBL600;K-Eco Blast 600;3;2552,25;0,17;06.06.2022;Standard Class
NE-2022-119046;MF838;02.06.2022;KI13K;K-Invert 13K;12;322608;0,06;06.06.2022;Standard Class
NE-2022-119046;MF838;02.06.2022;KI20K;K-Invert 20K;3;118800;0,1;06.06.2022;Standard Class
NE-2022-121671;AW191;17.07.2022;KEAA12;K-Eco AA  NiMH rechargeable batteries (12-pack);1;9;0,28;22.07.2022;Standard Class
NE-2022-121671;AW191;17.07.2022;KEAAA06;K-Eco  AAA NiMH rechargeable batteries  (6-pack);3;18,72;0,04;22.07.2022;Standard Class
NE-2022-121671;AW191;17.07.2022;KEBL400;K-Eco Blast 400x (same power, smaller footprint);3;2400,6;0,2;22.07.2022;Standard Class
NE-2022-121671;AW191;17.07.2022;KEBL600;K-Eco Blast 600;1;686,75;0,33;22.07.2022;Standard Class
NE-2022-124590;DC275;12.11.2022;KE23W04;K-Eco Energy Bulbs 23W (4-pack);6;27,36;0,62;16.11.2022;Standard Class
NE-2022-124590;DC275;12.11.2022;KEBR5;K-Eco Breeze Mini;2;107,8;0,02;16.11.2022;Standard Class
NE-2022-125164;AW191;10.11.2022;KI2K;K-Invert 2K;1;2754;0,1;14.11.2022;Standard Class
NE-2022-130946;AW191;08.04.2022;KEPATH04;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack);4;63,18;0,17;12.04.2022;Standard Class
NE-2022-130946;AW191;08.04.2022;KEPATH12;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack);9;292,51;0,26;12.04.2022;Standard Class
NE-2022-131968;MF838;11.11.2022;KEBL800;K-Eco Blast 800;3;2995,2;0,22;15.11.2022;Standard Class
NE-2022-135776;MF838;23.12.2022;KEBL600;K-Eco Blast 600;2;2050;0;30.12.2022;Standard Class
NE-2022-136301;MF838;13.03.2022;KE20W04;K-Eco Energy Bulbs 20W (4-pack);2;9,83;0,34;15.03.2022;Second Class
NE-2022-136301;MF838;13.03.2022;KI20K;K-Invert 20K;3;112200;0,15;15.03.2022;Second Class
NE-2022-136483;DC275;01.12.2022;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);2;8,23;0,44;06.12.2022;Standard Class
NE-2022-139808;AW191;07.10.2022;KE9W;K-Eco Energy Bulbs 9W;12;20,88;0,13;11.10.2022;Standard Class
NE-2022-142902;AW191;12.09.2022;KE23W;K-Eco Energy Bulbs 23W;4;5,93;0,61;14.09.2022;Second Class
NE-2022-142902;AW191;12.09.2022;KE9W08;K-Eco Energy Bulbs 9W  (8-pack);1;7,7;0,19;14.09.2022;Second Class
NE-2022-142902;AW191;12.09.2022;KEPATH12;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack);2;21,08;0,76;14.09.2022;Second Class
NE-2022-144344;AW191;28.10.2022;KE20W04;K-Eco Energy Bulbs 20W (4-pack);3;6,71;0,7;28.10.2022;Same Day
NE-2022-144344;AW191;28.10.2022;KE23W;K-Eco Energy Bulbs 23W;3;10,72;0,06;28.10.2022;Same Day
NE-2022-144344;AW191;28.10.2022;KE9W;K-Eco Energy Bulbs 9W;2;3,32;0,17;28.10.2022;Same Day
NE-2022-144344;AW191;28.10.2022;KI9K;K-Invert 9K;5;95040;0,04;28.10.2022;Same Day
NE-2022-144764;MF838;02.09.2022;KE48Li;K-Eco 48-volt Lithium-ion solar backup battery;2;25936,68;0,02;08.09.2022;Standard Class
NE-2022-146633;MF838;15.11.2022;KI9K;K-Invert 9K;7;117810;0,15;17.11.2022;Second Class
NE-2022-146794;AW191;26.09.2022;KI4K;K-Invert 4K;5;29988;0,02;01.10.2022;Standard Class
NE-2022-147067;MF838;18.12.2022;KE20W04;K-Eco Energy Bulbs 20W (4-pack);3;18,33;0,18;22.12.2022;Standard Class
NE-2022-147711;DC275;03.09.2022;KE13W04;K-Eco Energy Bulbs 13W (4-pack);2;12,58;0,04;08.09.2022;Second Class
NE-2022-148334;AW191;22.08.2022;KI7K;K-Invert 7K;2;20563,2;0,04;26.08.2022;Standard Class
NE-2022-150000;AW191;08.04.2022;KEPATH04;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack);4;76,12;0;14.04.2022;Standard Class
NE-2022-151561;AW191;01.09.2022;KE23W08;K-Eco Energy Bulbs 23W  (8-pack);3;33,08;0,37;07.09.2022;Standard Class
NE-2022-151561;AW191;01.09.2022;KEPATH04;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack);2;31,21;0,18;07.09.2022;Standard Class
NE-2022-151561;AW191;01.09.2022;KEPATH08;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack);6;83,61;0,58;07.09.2022;Standard Class
NE-2022-153836;MF838;30.10.2022;KEAAA12;K-Eco  AAA NiMH rechargeable batteries (12-pack);5;16,66;0,66;03.11.2022;Standard Class
NE-2022-153836;MF838;30.10.2022;KI9K;K-Invert 9K;3;53460;0,1;03.11.2022;Standard Class
NE-2022-155565;MF838;28.05.2022;KI9K;K-Invert 9K;5;90090;0,09;28.05.2022;Same Day
NE-2022-155768;MF838;01.12.2022;KE23W08;K-Eco Energy Bulbs 23W  (8-pack);2;21,35;0,39;01.12.2022;Same Day
NE-2022-155768;MF838;01.12.2022;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);3;6,84;0,69;01.12.2022;Same Day
NE-2022-156986;AW191;20.03.2022;KI4K;K-Invert 4K;3;15238,8;0,17;24.03.2022;Standard Class
NE-2022-157490;MF838;06.10.2022;KI20K;K-Invert 20K;4;149600;0,15;07.10.2022;First Class
NE-2022-157490;MF838;06.10.2022;KI9K;K-Invert 9K;4;70488;0,11;07.10.2022;First Class
NE-2022-157791;DC275;23.12.2022;KE23W04;K-Eco Energy Bulbs 23W (4-pack);4;15,36;0,68;28.12.2022;Second Class
NE-2022-158155;MF838;02.05.2022;KE20W04;K-Eco Energy Bulbs 20W (4-pack);2;10,88;0,27;06.05.2022;Standard Class
NE-2022-158155;MF838;02.05.2022;KE9W04;K-Eco Energy Bulbs 9W (4-pack);5;9,3;0,7;06.05.2022;Standard Class
NE-2022-158211;AW191;04.01.2022;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);1;3,53;0,52;08.01.2022;Standard Class
NE-2022-158211;AW191;04.01.2022;KI2K;K-Invert 2K;6;16340,4;0,11;08.01.2022;Standard Class
NE-2022-162103;MF838;13.11.2022;KI20K;K-Invert 20K;2;80080;0,09;17.11.2022;Standard Class
NE-2022-162859;AW191;15.02.2022;KE20W08;K-Eco Energy Bulbs 20W  (8-pack);4;37,2;0,25;22.02.2022;Standard Class
NE-2022-162859;AW191;15.02.2022;KI9K;K-Invert 9K;3;53460;0,1;22.02.2022;Standard Class
NE-2022-166429;MF838;02.09.2022;KE23W04;K-Eco Energy Bulbs 23W (4-pack);2;8,16;0,66;08.09.2022;Standard Class
NE-2022-169103;AW191;08.03.2022;KE20W04;K-Eco Energy Bulbs 20W (4-pack);3;20,34;0,09;13.03.2022;Standard Class
NE-2022-169103;AW191;08.03.2022;KEBL400;K-Eco Blast 400;5;4136;0,06;13.03.2022;Standard Class
NE-2023-100013;AW191;06.11.2023;KE9W04;K-Eco Energy Bulbs 9W (4-pack);1;1,24;0,8;11.11.2023;Standard Class
NE-2023-100013;AW191;06.11.2023;KEAA12;K-Eco AA  NiMH rechargeable batteries (12-pack);2;21,25;0,15;11.11.2023;Standard Class
NE-2023-100013;AW191;06.11.2023;KEPATH08;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack);2;32,52;0,51;11.11.2023;Standard Class
NE-2023-101805;AW191;01.12.2023;KE13W08;K-Eco Energy Bulbs 13W  (8-pack);12;55,35;0,59;06.12.2023;Standard Class
NE-2023-101805;AW191;01.12.2023;KE48Li;K-Eco 48-volt Lithium-ion solar backup battery;4;52932;0;06.12.2023;Standard Class
NE-2023-102288;AW191;19.06.2023;KEBL200;K-Eco Blast 200;8;2948;0,33;23.06.2023;Standard Class
NE-2023-102288;AW191;19.06.2023;KEBL600;K-Eco Blast 600;1;656;0,36;23.06.2023;Standard Class
NE-2023-104437;MF838;27.01.2023;KEBL1200;K-Eco Blast 1200;3;5175;0,25;31.01.2023;Standard Class
NE-2023-106180;AW191;18.09.2023;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);3;15,21;0,31;23.09.2023;Standard Class
NE-2023-106180;AW191;18.09.2023;KEPATH08;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack);3;87,6;0,12;23.09.2023;Standard Class
NE-2023-106355;MF838;02.04.2023;KEAA12;K-Eco AA  NiMH rechargeable batteries (12-pack);4;50;0;05.04.2023;First Class
NE-2023-107244;DC275;07.09.2023;KE13W;K-Eco Energy Bulbs 13W;4;5,02;0,44;11.09.2023;Standard Class
NE-2023-108245;AW191;22.09.2023;KEPATH01;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery;3;6,62;0,58;27.09.2023;Standard Class
NE-2023-108245;AW191;22.09.2023;KI9K;K-Invert 9K;7;123354;0,11;27.09.2023;Standard Class
NE-2023-110926;AW191;19.11.2023;KE9W04;K-Eco Energy Bulbs 9W (4-pack);7;14,32;0,67;23.11.2023;Standard Class
NE-2023-111423;MF838;17.08.2023;KI20K;K-Invert 20K;5;215600;0,02;19.08.2023;First Class
NE-2023-113075;AW191;02.09.2023;KEPATH12;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack);3;64,56;0,51;06.09.2023;Standard Class
NE-2023-113453;MF838;21.10.2023;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);3;7,06;0,68;28.10.2023;Standard Class
NE-2023-113453;MF838;21.10.2023;KEBL600;K-Eco Blast 600;2;1517;0,26;28.10.2023;Standard Class
NE-2023-114412;AW191;15.04.2023;KEBL400;K-Eco Blast 400;3;2112;0,2;20.04.2023;Standard Class
NE-2023-115322;AW191;11.05.2023;KE48Li;K-Eco 48-volt Lithium-ion solar backup battery;3;37714,05;0,05;16.05.2023;Second Class
NE-2023-118199;MF838;09.05.2023;KEAA12;K-Eco AA  NiMH rechargeable batteries (12-pack);4;12,5;0,75;11.05.2023;First Class
NE-2023-123701;AW191;24.11.2023;KE18Li;K-Eco 18-volt Lithium-ion solar backup battery;4;19968;0,04;27.11.2023;First Class
NE-2023-125101;AW191;06.03.2023;KE36Li;K-Eco 36-volt Lithium-ion solar backup battery;2;13500;0,1;10.03.2023;Second Class
NE-2023-125913;AW191;16.01.2023;KE13W08;K-Eco Energy Bulbs 13W  (8-pack);4;29,7;0,34;16.01.2023;Same Day
NE-2023-126242;AW191;19.11.2023;KE13W08;K-Eco Energy Bulbs 13W  (8-pack);1;4,28;0,62;24.11.2023;Standard Class
NE-2023-126242;AW191;19.11.2023;KE36Li;K-Eco 36-volt Lithium-ion solar backup battery;9;66150;0,02;24.11.2023;Standard Class
